transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,date_clean,amount_clean,is_refund,category_clean,location_clean,is_outlier
T2225,U028,7/6/2023,Expense,Education,8204,CRD,,2023-07-06,8204.0,False,Education,Delhi,False
T6946,U068,6/23/2024,Expense,EDU,Rs.5756,UPI,HYDERABAD,2024-06-23,5756.0,False,Education,Hyderabad,False
T2022,U056,12/20/2021,Expense,food,₹5576,BankTransfer,DEL,2021-12-20,5576.0,False,Food,Delhi,False
T13529,U123,11/5/2021,Expense,health,9771,Bank_Transfer,Pune,2021-11-05,9771.0,False,Health,Pune,False
T12210,U118,1/25/2022,Expense,Rentt,20509,Bank Transfr,bangalore,2022-01-25,20509.0,False,Rent,Bangalore,True
T6904,U063,9/13/2024,Income,Bonus,62193,Upi,CHE,2024-09-13,62193.0,False,Bonus,Chennai,True
T0713,U055,8/22/2023,Expense,Utility,3367,Bank_Transfer,Ahmedabad,2023-08-22,3367.0,False,Utilities,Ahmedabad,False
T7323,U009,5/13/2024,Expense,health,2721,Upi,BANGALORE,2024-05-13,2721.0,False,Health,Bangalore,False
T10231,U089,2/13/2023,Expense,rent,2962,Upi,ahmedabad,2023-02-13,2962.0,False,Rent,Ahmedabad,False
T11570,U052,9/23/2022,Expense,travel,8283,card,AHMEDABAD,2022-09-23,8283.0,False,Travel,Ahmedabad,False
T13926,U134,9/16/2024,Expense,Utilities,3520,csh,MUMBAI,2024-09-16,3520.0,False,Utilities,Mumbai,False
T0884,U115,4/7/2024,Expense,Travel,5524,Bank Transfer,Hyderabad,2024-04-07,5524.0,False,Travel,Hyderabad,False
T5033,U119,12/18/2021,Expense,Traval,₹999999,upi,pune,2021-12-18,999999.0,False,Travel,Pune,True
T8492,U101,11/14/2024,Expense,Entertainment,1800,Bank Transfer,ahmedabad,2024-11-14,1800.0,False,Entertainment,Ahmedabad,False
T4699,U090,8/7/2023,Income,Investment,₹32146,CASH,Delhi,2023-08-07,32146.0,False,Investment,Delhi,True
T1841,U097,3/10/2021,Income,Others,57173,Cash,,2021-03-10,57173.0,False,Others,Hyderabad,True
T3041,U018,7/11/2021,Expense,Rnt,2966,Cash,bangalore,2021-07-11,2966.0,False,Rent,Bangalore,False
T7693,U116,31-08-24,Expense,Entertain,1004,Bank Transfer,KOLKATA,2024-08-31,1004.0,False,Entertainment,Kolkata,False
T0071,U078,4/26/2024,Expense,Rnt,₹6141,csh,Pune,2024-04-26,6141.0,False,Rent,Pune,False
T12197,U026,4/18/2022,Expense,Travel,9154,Crd,DELHI,2022-04-18,9154.0,False,Travel,Delhi,False
T8563,U080,12/29/2024,Expense,travel,Rs.9705,CASH,,2024-12-29,9705.0,False,Travel,Hyderabad,False
T6626,U049,8/14/2022,Expense,Food,2637,Cash,jaipur,2022-08-14,2637.0,False,Food,Jaipur,False
T7302,U102,9/19/2024,Expense,FOOD,1073,CRD,lucknow,2024-09-19,1073.0,False,Food,Lucknow,False
T3552,U095,1/21/2024,Income,Bonus,34145,Bank Transfer,HYDERABAD,2024-01-21,34145.0,False,Bonus,Hyderabad,True
T1620,U040,8/30/2024,Expense,Utilties,527,Cash,MUM,2024-08-30,527.0,False,Utilities,Mumbai,False
T7912,U115,6/15/2022,Expense,Saving,5195,UPi,LUC,2022-06-15,5195.0,False,Savings,Lucknow,False
T3571,U064,10/5/2024,Expense,Entrtnmnt,3143,Upi,CHENNAI,2024-10-05,3143.0,False,Entertainment,Chennai,False
T10957,U081,8/6/2023,Expense,travel,2135,CASH,Lucknow,2023-08-06,2135.0,False,Travel,Lucknow,False
T0294,U080,25-12-24,Expense,Foodd,2163,Upi,mumbai,2024-12-25,2163.0,False,Food,Mumbai,False
T9414,U149,6/9/2024,Expense,Rentt,42078,UPI,Kolkata,2024-06-09,42078.0,False,Rent,Kolkata,True
T10537,U079,8/1/2023,Expense,Foods,2778,UPi,Ahmedabad,2023-08-01,2778.0,False,Food,Ahmedabad,False
T1125,U105,11/22/2024,Expense,HEALTH,3929,CRD,,2024-11-22,3929.0,False,Health,Delhi,False
T8978,U103,5/10/2024,Income,Freelance,23852,Crd,LUC,2024-05-10,23852.0,False,Freelance,Lucknow,True
T5936,U022,6/13/2021,Expense,,₹6856,,Chennai,2021-06-13,6856.0,False,Uncategorized,Chennai,False
T3751,U103,5/31/2024,Income,Bonus,49639,,hyderabad,2024-05-31,49639.0,False,Bonus,Hyderabad,True
T0626,U122,19-08-2024,Expense,education,3150,BankTransfer,CHE,2024-08-19,3150.0,False,Education,Chennai,False
T9500,U090,6/7/2022,Expense,Helth,9408,cash,hyderabad,2022-06-07,9408.0,False,Health,Hyderabad,False
T1537,U056,6/25/2022,Expense,Entertain,4114,Upi,Delhi,2022-06-25,4114.0,False,Entertainment,Delhi,False
T9185,U117,12/12/2022,Income,Bonus,Rs.14249,Bank Transfr,LUCKNOW,2022-12-12,14249.0,False,Bonus,Lucknow,False
T7093,U096,3/29/2023,Expense,TRAVEL,9681,Upi,delhi,2023-03-29,9681.0,False,Travel,Delhi,False
T1990,U121,29-03-22,Expense,travel,3011,CRD,Kolkata,2022-03-29,3011.0,False,Travel,Kolkata,False
T4706,U150,6/13/2024,Expense,health,3150,UPi,Jaipur,2024-06-13,3150.0,False,Health,Jaipur,False
T8416,U133,5/5/2023,Income,Bonus,32789,csh,bangalore,2023-05-05,32789.0,False,Bonus,Bangalore,True
T11932,U100,2/10/2023,Expense,Utility,6704,UPI,MUM,2023-02-10,6704.0,False,Utilities,Mumbai,False
T4683,U062,8/27/2022,Expense,Travel,Rs.4427,Card,Chennai,2022-08-27,4427.0,False,Travel,Chennai,False
T10528,U071,27-11-21,Expense,entertainment,3121,Bank_Transfer,PUNE,2021-11-27,3121.0,False,Entertainment,Pune,False
T10806,U149,5/19/2024,Expense,FOOD,3802,Upi,Jaipur,2024-05-19,3802.0,False,Food,Jaipur,False
T10505,U099,3/6/2021,Expense,Education,544,upi,Ahmedabad,2021-03-06,544.0,False,Education,Ahmedabad,False
T13682,U145,3/9/2023,Expense,Travel,9053,,LUCKNOW,2023-03-09,9053.0,False,Travel,Lucknow,False
T12807,U029,6/5/2021,Income,Freelance,32381,Bank Transfer,chennai,2021-06-05,32381.0,False,Freelance,Chennai,True
T6557,U007,28-01-23,Expense,Travel,Rs.8305,UPi,pune,2023-01-28,8305.0,False,Travel,Pune,False
T0409,U137,2/8/2021,Expense,Utility,8841,,mumbai,2021-02-08,8841.0,False,Utilities,Mumbai,False
T10784,U022,4/30/2021,Income,Investment,46219,CRD,Lucknow,2021-04-30,46219.0,False,Investment,Lucknow,True
T2457,U054,3/10/2021,Expense,Traval,9800 INR,Cash,Mumbai,2021-03-10,9800.0,False,Travel,Mumbai,False
T12395,U062,4/10/2021,Expense,Utilties,4451,Bank Transfer,MUMBAI,2021-04-10,4451.0,False,Utilities,Mumbai,False
T1882,U101,9/25/2022,Expense,Education,9358,CRD,mumbai,2022-09-25,9358.0,False,Education,Mumbai,False
T13924,U035,8/24/2021,Expense,RENT,3569,cash,jaipur,2021-08-24,3569.0,False,Rent,Jaipur,False
T13453,U110,11/5/2024,Expense,Rnt,2979,cash,HYD,2024-11-05,2979.0,False,Rent,Hyderabad,False
T13845,U066,6/24/2022,Expense,Rent,34984,UPi,chennai,2022-06-24,34984.0,False,Rent,Chennai,True
T11381,U107,5/12/2024,Income,Investment,44031,Bank Transfr,HYD,2024-05-12,44031.0,False,Investment,Hyderabad,True
T5758,U049,8/4/2023,Expense,Rentt,₹21771,upi,chennai,2023-08-04,21771.0,False,Rent,Chennai,True
T8889,U131,1/7/2021,Expense,SAVINGS,8861,Bank Transfr,PUNE,2021-01-07,8861.0,False,Savings,Pune,False
T10327,U136,25-05-22,Expense,health,₹4201,Bank_Transfer,KOL,2022-05-25,4201.0,False,Health,Kolkata,False
T4967,U113,2/17/2022,Expense,Rentt,47473,BankTransfer,hyderabad,2022-02-17,47473.0,False,Rent,Hyderabad,True
T11849,U040,12/6/2021,Income,Investment,75822,csh,Mumbai,2021-12-06,75822.0,False,Investment,Mumbai,True
T5167,U014,10/26/2021,Expense,food,677,Bank_Transfer,MUMBAI,2021-10-26,677.0,False,Food,Mumbai,False
T3952,U120,8/26/2024,Expense,Rent,43252,csh,delhi,2024-08-26,43252.0,False,Rent,Delhi,True
T5844,U086,4/24/2021,Expense,Food,₹2615,CRD,Lucknow,2021-04-24,2615.0,False,Food,Lucknow,False
T13040,U009,6/4/2024,Expense,Foods,₹2855,UPI,BAN,2024-06-04,2855.0,False,Food,Bangalore,False
T3167,U145,28-11-21,Income,Bonus,57358,cash,Delhi,2021-11-28,57358.0,False,Bonus,Delhi,True
T8867,U105,11/14/2022,Expense,,6348,CRD,mumbai,2022-11-14,6348.0,False,Uncategorized,Mumbai,False
T5926,U016,13-07-24,Expense,RENT,4583,Bank_Transfer,,2024-07-13,4583.0,False,Rent,Delhi,False
T13662,U129,10/18/2021,Expense,Misc,4952,cash,HYDERABAD,2021-10-18,4952.0,False,Misc,Hyderabad,False
T13593,U018,3/11/2024,Expense,others,3941,bank transfer,MUMBAI,2024-03-11,3941.0,False,Others,Mumbai,False
T12216,U116,21-04-23,Income,Others,47262,BankTransfer,KOL,2023-04-21,47262.0,False,Others,Kolkata,True
T8335,U001,19-06-21,Expense,Entertain,1998,upi,Lucknow,2021-06-19,1998.0,False,Entertainment,Lucknow,False
T4933,U018,3/17/2021,Expense,food,₹8124,,PUNE,2021-03-17,8124.0,False,Food,Pune,False
T7036,U105,1/12/2021,Expense,Travel,1326,Card,,2021-01-12,1326.0,False,Travel,Delhi,False
T9072,U066,9/26/2024,Expense,savings,₹4328,Upi,MUMBAI,2024-09-26,4328.0,False,Savings,Mumbai,False
T8270,U081,4/4/2023,Expense,Foodd,276,Bank_Transfer,Pune,2023-04-04,276.0,False,Food,Pune,False
T12265,U094,4/2/2022,Expense,Utlities,₹4215,Crd,hyderabad,2022-04-02,4215.0,False,Utilities,Hyderabad,False
T4637,U005,11/4/2023,Expense,Utlities,₹6316,UPi,PUN,2023-11-04,6316.0,False,Utilities,Pune,False
T9022,U089,3/10/2024,Expense,Rentt,21376,UPI,CHE,2024-03-10,21376.0,False,Rent,Chennai,True
T7016,U145,1/9/2021,Expense,Utility,7391,cash,hyderabad,2021-01-09,7391.0,False,Utilities,Hyderabad,False
T12109,U144,5/31/2023,Expense,Travel,2990,upi,MUM,2023-05-31,2990.0,False,Travel,Mumbai,False
T9952,U045,12/24/2022,Expense,Utility,2230,,delhi,2022-12-24,2230.0,False,Utilities,Delhi,False
T13401,U064,9/17/2021,Expense,Fod,6197,upi,,2021-09-17,6197.0,False,Food,Bangalore,False
T11100,U142,6/5/2021,Expense,food,6502,card,jaipur,2021-06-05,6502.0,False,Food,Jaipur,False
T4072,U067,7/11/2021,Expense,,6902,Crd,DELHI,2021-07-11,6902.0,False,Uncategorized,Delhi,False
T9115,U060,21-04-22,Expense,Entertainment,9939,Bank Transfer,pune,2022-04-21,9939.0,False,Entertainment,Pune,False
T2668,U126,12/30/2022,Expense,RENT,1518,Bank Transfer,LUC,2022-12-30,1518.0,False,Rent,Lucknow,False
T1256,U035,6/3/2021,Expense,Traval,2985,csh,Delhi,2021-06-03,2985.0,False,Travel,Delhi,False
T7219,U002,6/28/2024,Expense,Educaton,3150,Bank Transfr,ahmedabad,2024-06-28,3150.0,False,Education,Ahmedabad,False
T7845,U014,27-12-2024,Expense,utilities,6671,UPi,ahmedabad,2024-12-27,6671.0,False,Utilities,Ahmedabad,False
T4986,U124,7/4/2023,Expense,Traval,1409,upi,chennai,2023-07-04,1409.0,False,Travel,Chennai,False
T1883,U047,7/20/2024,Expense,EDU,2497,Bank Transfr,KOL,2024-07-20,2497.0,False,Education,Kolkata,False
T7034,U108,3/24/2021,Expense,Utility,6324,Crd,Chennai,2021-03-24,6324.0,False,Utilities,Chennai,False
T0231,U031,2/8/2023,Expense,Utlities,7080,Bank_Transfer,kolkata,2023-02-08,7080.0,False,Utilities,Kolkata,False
T2017,U090,1/14/2022,Expense,Utility,7821,CASH,PUN,2022-01-14,7821.0,False,Utilities,Pune,False
T9479,U114,8/14/2021,Expense,rent,₹988,upi,,2021-08-14,988.0,False,Rent,Delhi,False
T1312,U070,12/15/2022,Income,Freelance,23504,bank transfer,HYDERABAD,2022-12-15,23504.0,False,Freelance,Hyderabad,True
T0010,U017,4/19/2024,Expense,,1064,csh,AHM,2024-04-19,1064.0,False,Uncategorized,Ahmedabad,False
T11433,U083,10/12/2021,Expense,food,2683,Csh,DELHI,2021-10-12,2683.0,False,Food,Delhi,False
T4446,U017,11/30/2023,Expense,food,5022,Cash,Hyderabad,2023-11-30,5022.0,False,Food,Hyderabad,False
T2782,U093,4/1/2021,Expense,FOOD,₹7849,,Pune,2021-04-01,7849.0,False,Food,Pune,False
T11291,U040,6/10/2024,Income,Bonus,33565,Csh,HYDERABAD,2024-06-10,33565.0,False,Bonus,Hyderabad,True
T6224,U092,11/4/2024,Income,Salary,66678,Bank Transfr,Chennai,2024-11-04,66678.0,False,Salary,Chennai,True
T4124,U119,3/5/2024,Expense,education,6304,UPI,PUNE,2024-03-05,6304.0,False,Education,Pune,False
T10115,U091,23-02-2022,Income,Freelance,50009,Bank Transfer,PUNE,2022-02-23,50009.0,False,Freelance,Pune,True
T3531,U134,8/7/2021,Expense,food,5811,Bank Transfer,Pune,2021-08-07,5811.0,False,Food,Pune,False
T1066,U057,2/5/2023,Expense,Entertainment,₹7713,upi,pune,2023-02-05,7713.0,False,Entertainment,Pune,False
T9037,U142,12/19/2022,Income,Salary,70693,csh,AHMEDABAD,2022-12-19,70693.0,False,Salary,Ahmedabad,True
T12498,U012,20-03-24,Expense,Helth,2603,cash,Kolkata,2024-03-20,2603.0,False,Health,Kolkata,False
T6556,U037,12/22/2023,Expense,Foods,314,CASH,MUM,2023-12-22,314.0,False,Food,Mumbai,False
T4233,U089,10/30/2024,Expense,Education,9806,Bank_Transfer,CHENNAI,2024-10-30,9806.0,False,Education,Chennai,False
T1925,U060,2/4/2023,Expense,Foodd,3762,BankTransfer,HYD,2023-02-04,3762.0,False,Food,Hyderabad,False
T9678,U092,3/15/2021,Expense,travel,9891,UPi,,2021-03-15,9891.0,False,Travel,Kolkata,False
T3468,U143,8/9/2024,Expense,Health,6869,Crd,Jaipur,2024-08-09,6869.0,False,Health,Jaipur,False
T7901,U028,9/7/2021,Expense,entertainment,356,BankTransfer,jaipur,2021-09-07,356.0,False,Entertainment,Jaipur,False
T9324,U093,10/3/2021,Income,Others,20156,cash,Pune,2021-10-03,20156.0,False,Others,Pune,True
T3401,U071,10/7/2021,Expense,,6766,CARD,BANGALORE,2021-10-07,6766.0,False,Uncategorized,Bangalore,False
T2246,U061,4/1/2021,Expense,Foods,3765,bank transfer,Chennai,2021-04-01,3765.0,False,Food,Chennai,False
T7960,U028,25-07-21,Expense,Entertainment,4638,card,,2021-07-25,4638.0,False,Entertainment,Delhi,False
T13793,U141,9/23/2021,Income,Freelance,11650,csh,HYD,2021-09-23,11650.0,False,Freelance,Hyderabad,False
T7316,U144,22-02-24,Expense,Utilties,5790,,PUN,2024-02-22,5790.0,False,Utilities,Pune,False
T4875,U076,6/16/2024,Expense,Rentt,12435,UPi,Lucknow,2024-06-16,12435.0,False,Rent,Lucknow,False
T1216,U042,31-01-22,Income,Investment,31183,Bank Transfer,Jaipur,2022-01-31,31183.0,False,Investment,Jaipur,True
T11898,U035,4/13/2023,Expense,Food,775,UPi,,2023-04-13,775.0,False,Food,Ahmedabad,False
T12468,U043,12/14/2024,Expense,Rnt,₹5582,UPI,AHMEDABAD,2024-12-14,5582.0,False,Rent,Ahmedabad,False
T5511,U114,4/20/2024,Expense,Fod,5918,bank transfer,Pune,2024-04-20,5918.0,False,Food,Pune,False
T5607,U093,2/5/2024,Income,Investment,73830,UPi,PUNE,2024-02-05,73830.0,False,Investment,Pune,True
T9770,U040,2/21/2021,Expense,Rent,23340,CRD,lucknow,2021-02-21,23340.0,False,Rent,Lucknow,True
T11278,U009,7/19/2022,Expense,Rentt,40813,Upi,delhi,2022-07-19,40813.0,False,Rent,Delhi,True
T10427,U077,12/31/2024,Expense,Utlities,₹3414,Upi,pune,2024-12-31,3414.0,False,Utilities,Pune,False
T1377,U044,31-03-22,Expense,Food,2033,UPI,MUMBAI,2022-03-31,2033.0,False,Food,Mumbai,False
T2469,U038,11/30/2023,Income,Bonus,44932,Bank Transfr,KOL,2023-11-30,44932.0,False,Bonus,Kolkata,True
T6621,U104,14-08-22,Expense,FOOD,999999,CASH,Jaipur,2022-08-14,999999.0,False,Food,Jaipur,True
T7679,U079,5/3/2024,Expense,Education,₹2274,cash,HYDERABAD,2024-05-03,2274.0,False,Education,Hyderabad,False
T8635,U039,28-02-2023,Expense,travel,330,Bank Transfer,chennai,2023-02-28,330.0,False,Travel,Chennai,False
T4874,U123,12/30/2024,Expense,travel,8592,Csh,PUN,2024-12-30,8592.0,False,Travel,Pune,False
T3143,U025,5/1/2023,Expense,rent,Rs.6779,csh,Delhi,2023-05-01,6779.0,False,Rent,Delhi,False
T13475,U033,1/12/2022,Income,Investment,29235,bank transfer,,2022-01-12,29235.0,False,Investment,Kolkata,True
T8560,U023,4/2/2023,Expense,Health,2143,Card,delhi,2023-04-02,2143.0,False,Health,Delhi,False
T8417,U089,5/17/2022,Expense,Foods,4945,CRD,ahmedabad,2022-05-17,4945.0,False,Food,Ahmedabad,False
T8379,U106,16-10-21,Expense,Entertainment,8152,Upi,DELHI,2021-10-16,8152.0,False,Entertainment,Delhi,False
T13913,U006,12/7/2022,Expense,Other,7300,Bank_Transfer,pune,2022-12-07,7300.0,False,Others,Pune,False
T11359,U135,4/6/2024,Expense,Foods,4603,bank transfer,AHMEDABAD,2024-04-06,4603.0,False,Food,Ahmedabad,False
T5752,U112,12/5/2022,Expense,Rent,27792,bank transfer,PUN,2022-12-05,27792.0,False,Rent,Pune,True
T11316,U053,6/10/2022,Expense,TRAVEL,6691,card,HYD,2022-06-10,6691.0,False,Travel,Hyderabad,False
T4377,U065,4/5/2022,Expense,RENT,5935,Bank Transfr,HYD,2022-04-05,5935.0,False,Rent,Hyderabad,False
T10191,U150,2/26/2024,Expense,TRAVEL,₹9750,UPI,mumbai,2024-02-26,9750.0,False,Travel,Mumbai,False
T10267,U128,10/19/2021,Expense,RENT,6484,Upi,JAI,2021-10-19,6484.0,False,Rent,Jaipur,False
T10019,U029,18-02-2024,Expense,entertainment,2398,bank transfer,LUC,2024-02-18,2398.0,False,Entertainment,Lucknow,False
T1053,U081,25-08-2021,Expense,Food,₹498,Csh,delhi,2021-08-25,498.0,False,Food,Delhi,False
T2960,U124,9/5/2022,Expense,Rent,Rs.35588,CASH,JAIPUR,2022-09-05,35588.0,False,Rent,Jaipur,True
T7284,U114,8/30/2023,Expense,Rent,28207,BankTransfer,,2023-08-30,28207.0,False,Rent,Delhi,True
T1195,U102,8/6/2023,Expense,Rentt,10749,Cash,lucknow,2023-08-06,10749.0,False,Rent,Lucknow,False
T6008,U053,5/21/2023,Expense,Foodd,2232,,PUN,2023-05-21,2232.0,False,Food,Pune,False
T11465,U149,3/30/2022,Expense,SAVINGS,8161,CARD,Bangalore,2022-03-30,8161.0,False,Savings,Bangalore,False
T8940,U088,11/5/2024,Expense,,3825,CASH,Bangalore,2024-11-05,3825.0,False,Uncategorized,Bangalore,False
T2577,U075,7/13/2022,Expense,Utilities,4923,bank transfer,MUMBAI,2022-07-13,4923.0,False,Utilities,Mumbai,False
T6064,U104,11/4/2023,Expense,Food,Rs.1078,Bank_Transfer,DELHI,2023-11-04,1078.0,False,Food,Delhi,False
